GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
San Miguel de Abona	2010 Febrero	Tasa variación anual	15.17
San Miguel de Abona	2010 Febrero	Tasa variación interperiódica	-0.41
San Miguel de Abona	2010 Febrero	Dato	1708
San Miguel de Abona	2010 Febrero	Variación anual	225
San Miguel de Abona	2010 Febrero	Variación interperiódica	-7
San Miguel de Abona	2010 Enero	Tasa variación anual	25.92
San Miguel de Abona	2010 Enero	Tasa variación interperiódica	-0.98
San Miguel de Abona	2010 Enero	Dato	1715
San Miguel de Abona	2010 Enero	Variación anual	353
San Miguel de Abona	2010 Enero	Variación interperiódica	-17
San Miguel de Abona	2009 Diciembre	Tasa variación anual	37.35
San Miguel de Abona	2009 Diciembre	Tasa variación interperiódica	-2.48
San Miguel de Abona	2009 Diciembre	Dato	1732
San Miguel de Abona	2009 Diciembre	Variación anual	471
San Miguel de Abona	2009 Diciembre	Variación interperiódica	-44
San Miguel de Abona	2009 Noviembre	Tasa variación anual	43.00
San Miguel de Abona	2009 Noviembre	Tasa variación interperiódica	2.90
San Miguel de Abona	2009 Noviembre	Dato	1776
San Miguel de Abona	2009 Noviembre	Variación anual	534
San Miguel de Abona	2009 Noviembre	Variación interperiódica	50
San Miguel de Abona	2009 Octubre	Tasa variación anual	51.80
San Miguel de Abona	2009 Octubre	Tasa variación interperiódica	-0.29
San Miguel de Abona	2009 Octubre	Dato	1726
San Miguel de Abona	2009 Octubre	Variación anual	589
San Miguel de Abona	2009 Octubre	Variación interperiódica	-5
San Miguel de Abona	2009 Septiembre	Tasa variación anual	60.72
San Miguel de Abona	2009 Septiembre	Tasa variación interperiódica	0.29
San Miguel de Abona	2009 Septiembre	Dato	1731
San Miguel de Abona	2009 Septiembre	Variación anual	654
San Miguel de Abona	2009 Septiembre	Variación interperiódica	5
San Miguel de Abona	2009 Agosto	Tasa variación anual	62.22
San Miguel de Abona	2009 Agosto	Tasa variación interperiódica	-0.80
San Miguel de Abona	2009 Agosto	Dato	1726
San Miguel de Abona	2009 Agosto	Variación anual	662
San Miguel de Abona	2009 Agosto	Variación interperiódica	-14
San Miguel de Abona	2009 Julio	Tasa variación anual	61.11
San Miguel de Abona	2009 Julio	Tasa variación interperiódica	-1.08
San Miguel de Abona	2009 Julio	Dato	1740
San Miguel de Abona	2009 Julio	Variación anual	660
San Miguel de Abona	2009 Julio	Variación interperiódica	-19
San Miguel de Abona	2009 Junio	Tasa variación anual	77.14
San Miguel de Abona	2009 Junio	Tasa variación interperiódica	1.74
San Miguel de Abona	2009 Junio	Dato	1759
San Miguel de Abona	2009 Junio	Variación anual	766
San Miguel de Abona	2009 Junio	Variación interperiódica	30
San Miguel de Abona	2009 Mayo	Tasa variación anual	84.53
San Miguel de Abona	2009 Mayo	Tasa variación interperiódica	5.49
San Miguel de Abona	2009 Mayo	Dato	1729
San Miguel de Abona	2009 Mayo	Variación anual	792
San Miguel de Abona	2009 Mayo	Variación interperiódica	90
San Miguel de Abona	2009 Abril	Tasa variación anual	85.83
San Miguel de Abona	2009 Abril	Tasa variación interperiódica	3.60
San Miguel de Abona	2009 Abril	Dato	1639
San Miguel de Abona	2009 Abril	Variación anual	757
San Miguel de Abona	2009 Abril	Variación interperiódica	57
San Miguel de Abona	2009 Marzo	Tasa variación anual	98.25
San Miguel de Abona	2009 Marzo	Tasa variación interperiódica	6.68
San Miguel de Abona	2009 Marzo	Dato	1582
San Miguel de Abona	2009 Marzo	Variación anual	784
San Miguel de Abona	2009 Marzo	Variación interperiódica	99
San Miguel de Abona	2009 Febrero	Tasa variación anual	87.25
San Miguel de Abona	2009 Febrero	Tasa variación interperiódica	8.88
San Miguel de Abona	2009 Febrero	Dato	1483
San Miguel de Abona	2009 Febrero	Variación anual	691
San Miguel de Abona	2009 Febrero	Variación interperiódica	121
San Miguel de Abona	2009 Enero	Tasa variación anual	77.81
San Miguel de Abona	2009 Enero	Tasa variación interperiódica	8.01
San Miguel de Abona	2009 Enero	Dato	1362
San Miguel de Abona	2009 Enero	Variación anual	596
San Miguel de Abona	2009 Enero	Variación interperiódica	101
San Miguel de Abona	2008 Diciembre	Tasa variación anual	80.66
San Miguel de Abona	2008 Diciembre	Tasa variación interperiódica	1.53
San Miguel de Abona	2008 Diciembre	Dato	1261
San Miguel de Abona	2008 Diciembre	Variación anual	563
San Miguel de Abona	2008 Diciembre	Variación interperiódica	19
San Miguel de Abona	2008 Noviembre	Tasa variación anual	80.79
San Miguel de Abona	2008 Noviembre	Tasa variación interperiódica	9.23
San Miguel de Abona	2008 Noviembre	Dato	1242
San Miguel de Abona	2008 Noviembre	Variación anual	555
San Miguel de Abona	2008 Noviembre	Variación interperiódica	105
San Miguel de Abona	2008 Octubre	Tasa variación anual	75.46
San Miguel de Abona	2008 Octubre	Tasa variación interperiódica	5.57
San Miguel de Abona	2008 Octubre	Dato	1137
San Miguel de Abona	2008 Octubre	Variación anual	489
San Miguel de Abona	2008 Octubre	Variación interperiódica	60
San Miguel de Abona	2008 Septiembre	Tasa variación anual	76.27
San Miguel de Abona	2008 Septiembre	Tasa variación interperiódica	1.22
San Miguel de Abona	2008 Septiembre	Dato	1077
San Miguel de Abona	2008 Septiembre	Variación anual	466
San Miguel de Abona	2008 Septiembre	Variación interperiódica	13
San Miguel de Abona	2008 Agosto	Tasa variación anual	68.62
San Miguel de Abona	2008 Agosto	Tasa variación interperiódica	-1.48
San Miguel de Abona	2008 Agosto	Dato	1064
San Miguel de Abona	2008 Agosto	Variación anual	433
San Miguel de Abona	2008 Agosto	Variación interperiódica	-16
San Miguel de Abona	2008 Julio	Tasa variación anual	69.81
San Miguel de Abona	2008 Julio	Tasa variación interperiódica	8.76
San Miguel de Abona	2008 Julio	Dato	1080
San Miguel de Abona	2008 Julio	Variación anual	444
San Miguel de Abona	2008 Julio	Variación interperiódica	87
San Miguel de Abona	2008 Junio	Tasa variación anual	50.68
San Miguel de Abona	2008 Junio	Tasa variación interperiódica	5.98
San Miguel de Abona	2008 Junio	Dato	993
San Miguel de Abona	2008 Junio	Variación anual	334
San Miguel de Abona	2008 Junio	Variación interperiódica	56
San Miguel de Abona	2008 Mayo	Tasa variación anual	45.72
San Miguel de Abona	2008 Mayo	Tasa variación interperiódica	6.24
San Miguel de Abona	2008 Mayo	Dato	937
San Miguel de Abona	2008 Mayo	Variación anual	294
San Miguel de Abona	2008 Mayo	Variación interperiódica	55
San Miguel de Abona	2008 Abril	Tasa variación anual	45.79
San Miguel de Abona	2008 Abril	Tasa variación interperiódica	10.53
San Miguel de Abona	2008 Abril	Dato	882
San Miguel de Abona	2008 Abril	Variación anual	277
San Miguel de Abona	2008 Abril	Variación interperiódica	84
San Miguel de Abona	2008 Marzo	Tasa variación anual	36.41
San Miguel de Abona	2008 Marzo	Tasa variación interperiódica	0.76
San Miguel de Abona	2008 Marzo	Dato	798
San Miguel de Abona	2008 Marzo	Variación anual	213
San Miguel de Abona	2008 Marzo	Variación interperiódica	6
San Miguel de Abona	2008 Febrero	Tasa variación anual	36.08
San Miguel de Abona	2008 Febrero	Tasa variación interperiódica	3.39
San Miguel de Abona	2008 Febrero	Dato	792
San Miguel de Abona	2008 Febrero	Variación anual	210
San Miguel de Abona	2008 Febrero	Variación interperiódica	26
San Miguel de Abona	2008 Enero	Tasa variación anual	33.45
San Miguel de Abona	2008 Enero	Tasa variación interperiódica	9.74
San Miguel de Abona	2008 Enero	Dato	766
San Miguel de Abona	2008 Enero	Variación anual	192
San Miguel de Abona	2008 Enero	Variación interperiódica	68
San Miguel de Abona	2007 Diciembre	Tasa variación anual	28.31
San Miguel de Abona	2007 Diciembre	Tasa variación interperiódica	1.60
San Miguel de Abona	2007 Diciembre	Dato	698
San Miguel de Abona	2007 Diciembre	Variación anual	154
San Miguel de Abona	2007 Diciembre	Variación interperiódica	11
San Miguel de Abona	2007 Noviembre	Tasa variación anual	23.34
San Miguel de Abona	2007 Noviembre	Tasa variación interperiódica	6.02
San Miguel de Abona	2007 Noviembre	Dato	687
San Miguel de Abona	2007 Noviembre	Variación anual	130
San Miguel de Abona	2007 Noviembre	Variación interperiódica	39
San Miguel de Abona	2007 Octubre	Tasa variación anual	16.97
San Miguel de Abona	2007 Octubre	Tasa variación interperiódica	6.06
San Miguel de Abona	2007 Octubre	Dato	648
San Miguel de Abona	2007 Octubre	Variación anual	94
San Miguel de Abona	2007 Octubre	Variación interperiódica	37
San Miguel de Abona	2007 Septiembre	Tasa variación anual	7.95
San Miguel de Abona	2007 Septiembre	Tasa variación interperiódica	-3.17
San Miguel de Abona	2007 Septiembre	Dato	611
San Miguel de Abona	2007 Septiembre	Variación anual	45
San Miguel de Abona	2007 Septiembre	Variación interperiódica	-20
San Miguel de Abona	2007 Agosto	Tasa variación anual	7.86
San Miguel de Abona	2007 Agosto	Tasa variación interperiódica	-0.79
San Miguel de Abona	2007 Agosto	Dato	631
San Miguel de Abona	2007 Agosto	Variación anual	46
San Miguel de Abona	2007 Agosto	Variación interperiódica	-5
San Miguel de Abona	2007 Julio	Tasa variación anual	6.89
San Miguel de Abona	2007 Julio	Tasa variación interperiódica	-3.49
San Miguel de Abona	2007 Julio	Dato	636
San Miguel de Abona	2007 Julio	Variación anual	41
San Miguel de Abona	2007 Julio	Variación interperiódica	-23
San Miguel de Abona	2007 Junio	Tasa variación anual	16.23
San Miguel de Abona	2007 Junio	Tasa variación interperiódica	2.49
San Miguel de Abona	2007 Junio	Dato	659
San Miguel de Abona	2007 Junio	Variación anual	92
San Miguel de Abona	2007 Junio	Variación interperiódica	16
San Miguel de Abona	2007 Mayo	Tasa variación anual	12.41
San Miguel de Abona	2007 Mayo	Tasa variación interperiódica	6.28
San Miguel de Abona	2007 Mayo	Dato	643
San Miguel de Abona	2007 Mayo	Variación anual	71
San Miguel de Abona	2007 Mayo	Variación interperiódica	38
San Miguel de Abona	2007 Abril	Tasa variación anual	7.46
San Miguel de Abona	2007 Abril	Tasa variación interperiódica	3.42
San Miguel de Abona	2007 Abril	Dato	605
San Miguel de Abona	2007 Abril	Variación anual	42
San Miguel de Abona	2007 Abril	Variación interperiódica	20
San Miguel de Abona	2007 Marzo	Tasa variación anual	5.60
San Miguel de Abona	2007 Marzo	Tasa variación interperiódica	0.52
San Miguel de Abona	2007 Marzo	Dato	585
San Miguel de Abona	2007 Marzo	Variación anual	31
San Miguel de Abona	2007 Marzo	Variación interperiódica	3
San Miguel de Abona	2007 Febrero	Tasa variación anual	7.18
San Miguel de Abona	2007 Febrero	Tasa variación interperiódica	1.39
San Miguel de Abona	2007 Febrero	Dato	582
San Miguel de Abona	2007 Febrero	Variación anual	39
San Miguel de Abona	2007 Febrero	Variación interperiódica	8
San Miguel de Abona	2007 Enero	Tasa variación anual	9.75
San Miguel de Abona	2007 Enero	Tasa variación interperiódica	5.51
San Miguel de Abona	2007 Enero	Dato	574
San Miguel de Abona	2007 Enero	Variación anual	51
San Miguel de Abona	2007 Enero	Variación interperiódica	30
San Miguel de Abona	2006 Diciembre	Tasa variación anual	4.21
San Miguel de Abona	2006 Diciembre	Tasa variación interperiódica	-2.33
San Miguel de Abona	2006 Diciembre	Dato	544
San Miguel de Abona	2006 Diciembre	Variación anual	22
San Miguel de Abona	2006 Diciembre	Variación interperiódica	-13
San Miguel de Abona	2006 Noviembre	Tasa variación anual	6.50
San Miguel de Abona	2006 Noviembre	Tasa variación interperiódica	0.54
San Miguel de Abona	2006 Noviembre	Dato	557
San Miguel de Abona	2006 Noviembre	Variación anual	34
San Miguel de Abona	2006 Noviembre	Variación interperiódica	3
San Miguel de Abona	2006 Octubre	Tasa variación anual	3.94
San Miguel de Abona	2006 Octubre	Tasa variación interperiódica	-2.12
San Miguel de Abona	2006 Octubre	Dato	554
San Miguel de Abona	2006 Octubre	Variación anual	21
San Miguel de Abona	2006 Octubre	Variación interperiódica	-12
San Miguel de Abona	2006 Septiembre	Tasa variación anual	4.81
San Miguel de Abona	2006 Septiembre	Tasa variación interperiódica	-3.25
San Miguel de Abona	2006 Septiembre	Dato	566
San Miguel de Abona	2006 Septiembre	Variación anual	26
San Miguel de Abona	2006 Septiembre	Variación interperiódica	-19
San Miguel de Abona	2006 Agosto	Tasa variación anual	7.54
San Miguel de Abona	2006 Agosto	Tasa variación interperiódica	-1.68
San Miguel de Abona	2006 Agosto	Dato	585
San Miguel de Abona	2006 Agosto	Variación anual	41
San Miguel de Abona	2006 Agosto	Variación interperiódica	-10
San Miguel de Abona	2006 Julio	Tasa variación anual	12.26
San Miguel de Abona	2006 Julio	Tasa variación interperiódica	4.94
San Miguel de Abona	2006 Julio	Dato	595
San Miguel de Abona	2006 Julio	Variación anual	65
San Miguel de Abona	2006 Julio	Variación interperiódica	28
San Miguel de Abona	2006 Junio	Tasa variación anual	10.10
San Miguel de Abona	2006 Junio	Tasa variación interperiódica	-0.87
San Miguel de Abona	2006 Junio	Dato	567
San Miguel de Abona	2006 Junio	Variación anual	52
San Miguel de Abona	2006 Junio	Variación interperiódica	-5
San Miguel de Abona	2006 Mayo	Tasa variación anual	12.16
San Miguel de Abona	2006 Mayo	Tasa variación interperiódica	1.60
San Miguel de Abona	2006 Mayo	Dato	572
San Miguel de Abona	2006 Mayo	Variación anual	62
San Miguel de Abona	2006 Mayo	Variación interperiódica	9
San Miguel de Abona	2006 Abril	Tasa variación anual	.
San Miguel de Abona	2006 Abril	Tasa variación interperiódica	1.62
San Miguel de Abona	2006 Abril	Dato	563
San Miguel de Abona	2006 Abril	Variación anual	.
San Miguel de Abona	2006 Abril	Variación interperiódica	9
San Miguel de Abona	2006 Marzo	Tasa variación anual	.
San Miguel de Abona	2006 Marzo	Tasa variación interperiódica	2.03
San Miguel de Abona	2006 Marzo	Dato	554
San Miguel de Abona	2006 Marzo	Variación anual	.
San Miguel de Abona	2006 Marzo	Variación interperiódica	11
San Miguel de Abona	2006 Febrero	Tasa variación anual	.
San Miguel de Abona	2006 Febrero	Tasa variación interperiódica	3.82
San Miguel de Abona	2006 Febrero	Dato	543
San Miguel de Abona	2006 Febrero	Variación anual	.
San Miguel de Abona	2006 Febrero	Variación interperiódica	20
San Miguel de Abona	2006 Enero	Tasa variación anual	.
San Miguel de Abona	2006 Enero	Tasa variación interperiódica	0.19
San Miguel de Abona	2006 Enero	Dato	523
San Miguel de Abona	2006 Enero	Variación anual	.
San Miguel de Abona	2006 Enero	Variación interperiódica	1
San Miguel de Abona	2005 Diciembre	Tasa variación anual	.
San Miguel de Abona	2005 Diciembre	Tasa variación interperiódica	-0.19
San Miguel de Abona	2005 Diciembre	Dato	522
San Miguel de Abona	2005 Diciembre	Variación anual	.
San Miguel de Abona	2005 Diciembre	Variación interperiódica	-1
San Miguel de Abona	2005 Noviembre	Tasa variación anual	.
San Miguel de Abona	2005 Noviembre	Tasa variación interperiódica	-1.88
San Miguel de Abona	2005 Noviembre	Dato	523
San Miguel de Abona	2005 Noviembre	Variación anual	.
San Miguel de Abona	2005 Noviembre	Variación interperiódica	-10
San Miguel de Abona	2005 Octubre	Tasa variación anual	.
San Miguel de Abona	2005 Octubre	Tasa variación interperiódica	-1.30
San Miguel de Abona	2005 Octubre	Dato	533
San Miguel de Abona	2005 Octubre	Variación anual	.
San Miguel de Abona	2005 Octubre	Variación interperiódica	-7
San Miguel de Abona	2005 Septiembre	Tasa variación anual	.
San Miguel de Abona	2005 Septiembre	Tasa variación interperiódica	-0.74
San Miguel de Abona	2005 Septiembre	Dato	540
San Miguel de Abona	2005 Septiembre	Variación anual	.
San Miguel de Abona	2005 Septiembre	Variación interperiódica	-4
San Miguel de Abona	2005 Agosto	Tasa variación anual	.
San Miguel de Abona	2005 Agosto	Tasa variación interperiódica	2.64
San Miguel de Abona	2005 Agosto	Dato	544
San Miguel de Abona	2005 Agosto	Variación anual	.
San Miguel de Abona	2005 Agosto	Variación interperiódica	14
San Miguel de Abona	2005 Julio	Tasa variación anual	.
San Miguel de Abona	2005 Julio	Tasa variación interperiódica	2.91
San Miguel de Abona	2005 Julio	Dato	530
San Miguel de Abona	2005 Julio	Variación anual	.
San Miguel de Abona	2005 Julio	Variación interperiódica	15
San Miguel de Abona	2005 Junio	Tasa variación anual	.
San Miguel de Abona	2005 Junio	Tasa variación interperiódica	0.98
San Miguel de Abona	2005 Junio	Dato	515
San Miguel de Abona	2005 Junio	Variación anual	.
San Miguel de Abona	2005 Junio	Variación interperiódica	5
San Miguel de Abona	2005 Mayo	Tasa variación anual	.
San Miguel de Abona	2005 Mayo	Tasa variación interperiódica	.
San Miguel de Abona	2005 Mayo	Dato	510
San Miguel de Abona	2005 Mayo	Variación anual	.
San Miguel de Abona	2005 Mayo	Variación interperiódica	.
San Sebastián de La Gomera	2018 Diciembre	Tasa variación anual	-3.41
San Sebastián de La Gomera	2018 Diciembre	Tasa variación interperiódica	-4.04
San Sebastián de La Gomera	2018 Diciembre	Dato	594
San Sebastián de La Gomera	2018 Diciembre	Variación anual	-21
San Sebastián de La Gomera	2018 Diciembre	Variación interperiódica	-25
San Sebastián de La Gomera	2018 Noviembre	Tasa variación anual	6.91
San Sebastián de La Gomera	2018 Noviembre	Tasa variación interperiódica	-2.21
San Sebastián de La Gomera	2018 Noviembre	Dato	619
San Sebastián de La Gomera	2018 Noviembre	Variación anual	40
San Sebastián de La Gomera	2018 Noviembre	Variación interperiódica	-14
San Sebastián de La Gomera	2018 Octubre	Tasa variación anual	11.84
San Sebastián de La Gomera	2018 Octubre	Tasa variación interperiódica	5.32
San Sebastián de La Gomera	2018 Octubre	Dato	633
San Sebastián de La Gomera	2018 Octubre	Variación anual	67
San Sebastián de La Gomera	2018 Octubre	Variación interperiódica	32
San Sebastián de La Gomera	2018 Septiembre	Tasa variación anual	9.87
